"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"SERVIÇOS";"SEGMENTOS TURISTICOS";"LINGUAS"
JULIEN CLEMENT LAFFY - ME;KITE NOMAD;"21.669.824/0001-29";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;62.598.000;CE;Jijoca de Jericoacoara;Jijoca de Jericoacoara;TRAVESSA EDVAR ESMERINO DA SILVA, S/N - VILA DE JERICOACOARA;(88) 99990-2636;;kitenomadbrazil@gmail.com;;www.kitenomad.com;"06.087508.75.0001-8";"8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Primário), 5510-8/01-HOTEL (Secundário)";Kitesurf;Turismo de Esporte;Espanhol ,Francês ,Inglês
VIVALLE ODONTOLOGIA LTDA;VIVALLE ODONTOLOGIA ESPECIALIZADA;"23.390.074/0001-87";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;70.200.700;DF;Brasília;Asa Sul;Q SGAS 610 CONJUNTO F BLOCO 2 SALA S2;(61) 4141-8755;;contato@volpeconsultoria.com;;;"07.080841.75.0001-9";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo de Saúde;Espanhol ,Inglês
EVOLUX TURISMO CONSULTORIA E TREINAMENTO - EIRELI-ME;EVOLUX TURISMO;"17.298.658/0001-24";Empresa Individual (EIRELI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;57.130.000;AL;Santa Luzia do Norte;Santa Luzia do Norte;RUA COMERCIÁRIO JOSÉ PONTES MAGALHÂES, 211 - SALA 12;(82) 99979-2904;;lamartinejunior2012@hotmail.com;;www.evoluxturismo.com.br;"02.052042.75.0001-1";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário), 7490-1/99-CONSULTORIA, ASSESSORIA EM PROJETOS DE MEIO AMBIENTE; SERVIÇOS DE (Secundário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Ecoturismo,Turismo de Aventura,Turismo Cultural;Espanhol ,Inglês
JOSE BERNARDO ABELA 27925862815;NEW STAR TURISMO & REPRESENTAÇÕES;"23.514.562/0001-59";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;11.040.020;SP;Santos;Embaré;RUA PREF. ANTENOR BUE,N° 601/42;(13) 3011-1155;;comercial.abela@yahoo.com.br;;;"26.085360.75.0001-0";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário)";Turismo Religioso (ou visitas a espaços e eventos religiosos);Turismo Cultural,Turismo de Negócios e Eventos,Turismo de Sol e Praia;Espanhol
JOSE GERALDO PEREIRA DA SILVA 22379339449;GTUR PEREIRA RECEPTIVO;"19.221.271/0001-03";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.028.190;PE;Caruaru;Santa Rosa;RUA SANTA MARTA, 27;(81) 8845-1871;;gturpereirareceptivo@hotmail.com;;;"16.070490.75.0001-7";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Arvorismo ,Asa delta ,Caminhadas ,Parapente ,Paraquedismo ,Tirolesa ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Bungue Jump ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Ecoturismo,Turismo Cultural,Turismo Rural;Espanhol ,Inglês
V. DE. M. SOUZA TURISMO E APOIO ADMINISTRATIVO - ME.;M&S CAMBIO E TURISMO;"27.122.898/0001-27";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;3.309.060;SP;São Paulo;Vila Gomes Cardim;RUA ANTONIO CAMARDO, 701 SL 03;(11) 95228-3366;;contato@mscambioeturismo.com.br;;;"26.088393.75.0001-4";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Parapente;Turismo de Esporte,Turismo de Sol e Praia;Nenhuma das Opções
IVAN DAMASCENO DE SOUZA 11542703786;EMOCOES VERTICAIS;"13.351.985/0001-41";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.650.000;ES;Santa Teresa;Santa Teresa;RUA  JOSE EUGENIO VERVOLET, Nº86 TERREO;(27) 9927-2475;;ivandamascenoef@hotmail.com;;;"08.049826.75.0001-0";"7721-7/00-MATERIAIS E EQUIPAMENTOS ESPORTIVOS; ALUGUEL DE, LOCAÇÃO DE (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Serviços de Vôo Panorâmico;Ecoturismo,Turismo de Aventura;Nenhuma das Opções
VILLA DOS LOBOS CENTRO CULTURAL LTDA;VILLA DOS LOBOS CENTRO CULTURAL;"22.978.568/0001-14";Sociedade Simples;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.101.090;ES;Vila Velha;Praia da Costa;RUA SANTA ALICE, 39;(27) 3299-2579;(27) 3299-2579;secretaria@villadoslobos.org;;www.villadoslobos.org;"08.084929.75.0001-0";"9003-5/00-GESTÃO DE SALAS DE TEATRO (Primário), 9001-9/03-EVENTOS DE DANÇA; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 5914-6/00-SALAS DE CINEMA (Secundário), 9001-9/01-COMPANHIA DE TEATRO (Secundário), 9001-9/01-ORGANIZAÇÃO, PROMOÇÃO DE EVENTOS DE TEATRO; ATIVIDADE DE  (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário), 7912-1/00-OPERADORES TURÍSTICOS (Secundário), 9001-9/06-ATIVIDADES DE SONORIZAÇÃO E ILUMINAÇÃO (Secundário), 9001-9/02-EVENTOS MUSICAIS; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 9001-9/99-ARTES CÊNICAS, ESPETÁCULOS E ATIVIDADES COMPLEMETARES NÃO ESPECIFICADAS ANTERIORMENTE (Secundário)";Observação da fauna ,Observação da flora ,Cavalgadas ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas);Turismo Cultural,Turismo de Sol e Praia,Estudos e Intercâmbio;Mandarim ,Espanhol ,Russo ,Italiano ,Japonês ,Inglês
OCEAN DIVE CENTRO DE MERGULHO LTDA - ME;OCEAN DIVE;"14.552.901/0001-09";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.590.000;PE;Ipojuca;Ipojuca;RUA DOS NAVEGANTES, 43 PORTO DE GALINHAS;(81) 9970-1592;;lauroshock@hotmail.com;;;"16.061791.75.0001-1";"8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Primário)";Serviços de Escafandria e Mergulho;Turismo de Aventura,Turismo de Esporte,Turismo Náutico;Espanhol ,Inglês
TERRITORIO BRASIL, TURISMO, SERVIÇOS E COMERCIO LTDA - ME;TERRITORIO BRASIL, TURISMO, SERVIÇOS E COMERCIO LTDA - ME;"06.813.542/0001-60";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;16.403.020;SP;Lins;Vila Guararapes;AVENIDA SÃO PAULO, 643;(14) 99621-0019;(14) 3523-1820;projetos@territoriobrasil.com.br;;;"26.081884.75.0001-0";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Ecoturismo,Turismo de Aventura,Turismo Rural;Nenhuma das Opções
IGAIA PROJETOS EDUCACIONAIS E CULTURAIS LTDA ME;IGAIA PROJETOS EDUCACIONAIS;"24.018.013/0001-56";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;20.530.006;RJ;Rio de Janeiro;Tijuca;RUA TENENTE MARQUES DE SOUSA, 70 PARTE;(21) 2132-7528;(21) 2132-8434;cittaadm@cittacontabilidade.com.br;;;"19.078600.75.0001-2";"8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário), 7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Negócios e Eventos,Estudos e Intercâmbio;Nenhuma das Opções
MARCELA AZEVEDO DE MENEZES GUERRA 55146864691;EXPERIMENTE MINAS VIAGENS EXPERIMENTAIS E LUXO;"13.514.699/0001-50";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;35.460.000;MG;Brumadinho;Brumadinho;AVENIDA SAO FRANCISCO 565;(31) 4117-0333;(31) 4117-0333;info@hthappytravel.com;;www.hthappytravel.com;"11.061191.75.0001-0";"7912-1/00-ORGANIZAÇÃO DE ROTEIROS DE TURISMO; SERVIÇOS DE  (Primário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário), 7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE EXCURSÕES; SERVIÇOS DE (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário)";Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Turismo Cinematográfico ,Turismo Gastronômico (ou visitas gastronômicas);Turismo Cultural,Turismo Rural;Alemão ,Espanhol ,Italiano ,Francês ,Inglês
TOURICO HOLIDAYS BRAZIL INTERMEDIAÇÃO DE SERVIÇOS TURISTICOS LTDA;TOURICO HOLIDAYS BRAZIL INTERMEDIAÇÃO DE SERVIÇOS TURISTICOS LTDA;"11.884.862/0001-40";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;1.419.001;SP;São Paulo;Cerqueira César;ALAMEDA SANTOS 787, CONJ 21;(11) 3120-6923;;andrea.santamaria@touricoholidays.com;;;"26.088044.75.0001-3";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Serviços de Escafandria e Mergulho;Turismo Cultural,Turismo Rural,Turismo de Sol e Praia;Espanhol ,Inglês
HELLO BRAZIL VIAGENS E TURISMO LTDA - ME;SANSAAR VIAGENS;"18.641.023/0001-40";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;5.404.015;SP;São Paulo;Pinheiros;RUA ARTUR DE AZEVEDO, 1857 CJ 32;(11) 3569-3009;;contato@sansaarviagens.com.br;;;"26.076845.75.0001-1";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo de Aventura,Turismo Cultural,Turismo de Negócios e Eventos;Espanhol ,Inglês
JOSÉ DEVANILTON SOARES - ME;MEGASOM;"01.771.703/0001-86";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;63.100.541;CE;Crato;Palmeiral;AV. TEODORICO TELES, 485;(88) 3521-3070;(88) 99965-8391;megasom1@bol.com.br;;;"06.063775.75.0001-6";"4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Secundário), 7739-0/03-ESTANDES PARA FEIRAS E EVENTOS, SEM MONTAGEM; ALUGUEL DE, LOCAÇÃO DE
 (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Turismo Cívico (ou visitas a monumentos e celebrações cívicas);Turismo de Aventura,Turismo Cultural,Turismo de Negócios e Eventos;Nenhuma das Opções
FABIO GAMA GOMES 03183671735;PEDRA AZUL ECOTUR;"25.118.735/0001-45";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.278.000;ES;Aracê;Aracê;RODOVIA ANGELO GIRARDI KM07 - ROTA DO LAGARTO Nº01;(27) 9963-8558;;fabio@pedraazulecotur.com.br;contato@pedraazulecotur.com.br;www.pedraazulecotur.com.br;"08.080792.75.0001-4";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Visitas as atividades agropecuárias/de transformação das propriedades rurais;Ecoturismo,Turismo de Aventura,Turismo Rural;Nenhuma das Opções
CONSTRUTORA E IMOBILIÁRIA TERRA LTDA;CONSTRUTORA E IMOBILIÁRIA TERRA LTDA;"11.222.213/0001-84";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;52.011.050;PE;Recife;Graças;RUA AMÉLIA  N ° 542 SALA 002;(81) 3426-3737;;teralarimoveis@hotmail.com;;;"16.082132.75.0001-0";"9321-2/00-PARQUE TEMÁTICO; EXPLORAÇÃO DE (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Escalada ,Rapel ,Tirolesa ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Pesque-pague;Ecoturismo,Turismo de Aventura,Turismo Rural;Nenhuma das Opções
PARQUE DAS CACHOEIRAS ECOTURISMO LTDA - ME;PARQUE DAS CACHOEIRAS ECOTURISMO;"03.640.245/0001-71";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;79.290.000;MS;Bonito;Bonito;ROD. BONITO/ANASTÁCIO, S/N - KM 17;(67) 3255-3710;(67) 3255-6300;inaian@grupopraiaparque.com.br;rafaelluizbraga@me.com;www.grupopraiaparque.com.br;"12.057813.75.0001-7";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Caminhadas ,Tirolesa ,Observação da fauna ,Observação da flora;Ecoturismo,Turismo de Aventura;Nenhuma das Opções
RANCHO DO KITE ENSINO DE ESPORTES LTDA - ME;RANCHO DO KITE;"07.873.343/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;62.595.000;CE;Cruz;Cruz;RUA DA PRAIA, S/N;(88) 99602-0004;;info@ranchodokite.com.br;;;"06.088123.75.0001-7";"8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Primário)";Kitesurf;Turismo de Esporte;Espanhol ,Italiano ,Francês ,Inglês
RAMALHO & TIENGO LTDA - ME;LINDOIA AVENTURA;"19.214.727/0001-08";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;13.940.000;SP;Águas de Lindóia;Águas de Lindóia;RUA ROMUALDO RICCIERI GIACIANI, 640;(19) 3824-3550;;mutiengo@hotmail.com;;;"26.060224.75.0001-8";"5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Primário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Arvorismo ,Rapel ,Tirolesa ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Pesque-pague;Turismo de Aventura;Nenhuma das Opções
PARAÍSO TROPICAL DIVE LTDA - ME;PARAÍSO TROPICAL DIVE;"04.873.143/0001-69";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.590.000;PE;Ipojuca;Ipojuca;RUA DO CAMPO N° 13;(81) 98485-3384;;deltacontabilidade@ymail.com;;;"16.092174.75.0001-3";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Secundário)";Serviços de Escafandria e Mergulho;Turismo Náutico,Turismo de Sol e Praia;Nenhuma das Opções
A A SIMOES ME;SID CIGANO CIA DE RODEIOS ;"13.612.464/0001-09";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;35.270.000;MG;Mendes Pimentel;Mendes Pimentel;RUA VALDIVINO AMERICO DA CRUZ, Nº 01, CENTRO;(33) 3246-1554;;ceticon@hotmail.com;;;"11.065950.75.0001-9";"7739-0/03-ESTANDES PARA FEIRAS E EVENTOS, SEM MONTAGEM; ALUGUEL DE, LOCAÇÃO DE
 (Primário), 9001-9/02-EVENTOS MUSICAIS; ORGANIZAÇÃO DE, PROMOÇÃO DE (Secundário), 7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Secundário), 9001-9/99-CENOGRAFIA LIGADA ÀS ATIVIDADES ARTÍSTICAS; SERVIÇOS DE (Secundário)";Locação de Charretes para Passeio;Turismo Cultural;Nenhuma das Opções
CASSIA APARECIDA DE OLIVEIRA DALONSO 26054998803;PONTO HALL;"27.590.896/0001-62";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;13.930.000;SP;Serra Negra;Serra Negra;R LEONEL ANTUNES, 54 - SALA C;(19) 99923-1133;;cassinha.dalonso@gmail.com;;www.pontohall.com.br;"26.088338.75.0001-2";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário)";Clube de Vôo ,Arvorismo ,Caminhadas ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Gastronômico (ou visitas gastronômicas) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo de Negócios e Eventos,Turismo Rural,Turismo de Saúde;Espanhol ,Inglês
PRAÇA DAS DUNAS SHOPPING CENTER LTDA;PRAÇA DAS DUNAS SHOPPING CENTER LTDA;"14.377.625/0002-62";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;59.149.070;RN;Parnamirim;Emaús;RODOVIA BR 101, S/N;(11) 3759-7222;;ana.marcal@5r.com.br;;;"20.065577.75.0002-7";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Negócios e Eventos,Estudos e Intercâmbio;Nenhuma das Opções
MAIARA KATIELLE DA SILVA 10733356400;ÁGUA VIVA MERGULHO;"25.196.712/0001-59";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;55.590.000;PE;Ipojuca;Ipojuca;RUA DAS PISCINAS NATURAIS , LOTE E , QUADRA 01 , LOJA 02 GALERIA HTUR;(81) 98214-3302;;fagner-a.costa@hotmail.com;;;"16.080171.75.0001-9";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário)";Serviços de Escafandria e Mergulho;Turismo de Esporte,Turismo Náutico;Nenhuma das Opções
SILVANO STELLA - ME;VALE D'AVENTURA;"06.369.312/0001-53";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;85.887.000;PR;Matelândia;Matelândia;ESTRADA VALE D'AVENTURA, ZONA RURAL;(45) 99126-0053;;fabi_pm@hotmail.com.br;;;"18.088130.75.0001-6";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário)";Caminhadas;Ecoturismo,Turismo de Aventura,Turismo Rural;Nenhuma das Opções
JVC ASSESSORIA E REPRESENTAÇÕES TURÍSTICAS LTDA-EPP;JVC TOUR EXPERT;"21.765.624/0001-70";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;20.030.042;RJ;Rio de Janeiro;Centro;RUA SANTA LUZIA 776 CONJ. 904 - PARTE;(21) 3232-2634;(21) 99979-5851;zcordeiro@jvctourexpert.com.br;zecacordeiro@infolink.com.br;www.jvctourexpert.com.br;"19.071265.75.0001-3";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário)";Turismo Gastronômico (ou visitas gastronômicas);Turismo Cultural,Turismo de Negócios e Eventos;Espanhol ,Inglês
FAGUNDES & AFONSO LTDA - ME;ESPAÇO BEM ESTAR;"21.075.237/0001-01";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;39.802.000;MG;Teófilo Otoni;Centro;AV LUIZ BOALI PORTO SALMAN, 1260;(33) 3522-4247;;francodutra@hotmail.com.br;;;"11.081148.75.0001-6";"4929-9/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, INTERMUNICIPAL, INTERESTADUAL, INTERNACIONAL (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Escalada ,Rapel ,Observação da fauna ,Observação da flora;Ecoturismo,Turismo de Esporte;Nenhuma das Opções
LEONARDO MARTINS REZENDE 10620825758;LEO ECOTUR TURISMO DE AVENTURA;"25.446.302/0001-19";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;23.090.590;RJ;Rio de Janeiro;Campo Grande;RUA JOÃO CIRILO DE OLIVEIRA, Nº 08 CASA: RUA P: LOTE: 08;(21) 2170-7335;;leoecotur@gmail.com;;;"19.082826.75.0001-6";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Arvorismo ,Caminhadas ,Escalada ,Rafting ,Rapel ,Tirolesa ,Observação da fauna ,Observação da flora ,Canoagem ,Montanhismo;Ecoturismo,Turismo de Aventura,Turismo Cultural;Nenhuma das Opções
PORTAL TURISTICO LTDA - ME;OLUXOS;"18.529.942/0001-27";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;95.180.000;RS;Farroupilha;Farroupilha;R ANDRE PEZZI 155;(54) 9973-7314;;megajak@hotmail.com;;;"23.066374.75.0001-7";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário)";Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Turismo Cultural,Turismo de Esporte,Estudos e Intercâmbio;Alemão ,Espanhol
AGUINALDO DE JESUS CLEMENTE 05430139602;DIAMANTE REAL TURISMO;"20.702.745/0001-00";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;39.100.000;MG;Diamantina;Diamantina;BC. DO CONTORNO, 75;(38) 8811-7515;;agunaldoclemente@yahoo.com.br;;;"11.081196.75.0001-3";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Escalada ,Rapel ,Tirolesa ,Montanhismo;;Espanhol ,Inglês
